subject_as_recorded,source_authority_uri,authorized_label,structured_value
Torri (Italy)--Pesa River Valley--History--15th century,,Italy--Pesa River Valley|History|Fifteenth century,http://id.worldcat.org/fast/1274914|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/923962
Tortona (Italy)--History--16th century,,Italy--Tortona|History|Sixteenth century,http://id.worldcat.org/fast/1204864|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1119851
Torture,,Torture,http://id.worldcat.org/fast/1152956
Torture--Italy,,Torture|Italy,http://id.worldcat.org/fast/1152956|http://id.worldcat.org/fast/1204565
Toul (France)--Church history,,France--Toul|Church history,http://id.worldcat.org/fast/1206079|http://id.worldcat.org/fast/1411629
Toulouse (France : County)--History--15th century--Economic aspects,,France--Toulouse (County)|History|Fifteenth century|Economics,http://id.worldcat.org/fast/1331022|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/902116
Toulouse (France)--Church history,,France--Toulouse|Church history,http://id.worldcat.org/fast/1206080|http://id.worldcat.org/fast/1411629
Toxicology,,Toxicology,http://id.worldcat.org/fast/1153364
Toxicology--Early works to 1800,,Toxicology|Early works,http://id.worldcat.org/fast/1153364|http://id.worldcat.org/fast/1411636
Traditional medicine,,Traditional medicine,http://id.worldcat.org/fast/1153974
Traditional medicine--Early works to 1800,,Traditional medicine|Early works,http://id.worldcat.org/fast/1153974|http://id.worldcat.org/fast/1411636
"Traditional medicine--Formulae, receipts, prescriptions",,"Traditional medicine--Formulae, receipts, prescriptions",http://id.worldcat.org/fast/1153975
"Traditional medicine--Formulae, receipts, prescriptions--Early works to 1800",,"Traditional medicine--Formulae, receipts, prescriptions|Early works",http://id.worldcat.org/fast/1153975|http://id.worldcat.org/fast/1411636
Transfiguration of Jesus Christ,,Transfiguration of Jesus Christ,http://id.worldcat.org/fast/1355154
Treviso (Italy)--Politics and government--Sources,,Italy--Treviso|Politics and government|Sources,http://id.worldcat.org/fast/1204504|http://id.worldcat.org/fast/1919741|http://id.worldcat.org/fast/1423900
Trials,,Trials,http://id.worldcat.org/fast/1156290
Trials (Blasphemy),,Trials (Blasphemy),http://id.worldcat.org/fast/1156308
Trials (Blasphemy)--France--Early works to 1800,,Trials (Blasphemy)|France|Early works,http://id.worldcat.org/fast/1156308|http://id.worldcat.org/fast/1204289|http://id.worldcat.org/fast/1411636
Trials (Heresy),,Trials (Heresy),http://id.worldcat.org/fast/1156341
Trials (Heresy)--Germany,,Trials (Heresy)|Germany,http://id.worldcat.org/fast/1156341|http://id.worldcat.org/fast/1210272
Trials (Heresy)--Poland,,Trials (Heresy)|Poland,http://id.worldcat.org/fast/1156341|http://id.worldcat.org/fast/1206891
Trials (Heresy)--Spain,,Trials (Heresy)|Spain,http://id.worldcat.org/fast/1156341|http://id.worldcat.org/fast/1204303
Trials (Murder),,Trials (Murder),http://id.worldcat.org/fast/1156368
Trials (Murder)--Italy,,Trials (Murder)|Italy,http://id.worldcat.org/fast/1156368|http://id.worldcat.org/fast/1204565
Trials--Italy,,Trials|Italy,http://id.worldcat.org/fast/1156290|http://id.worldcat.org/fast/1204565
Trials--Italy--Early works to 1800,,Trials|Italy|Early works,http://id.worldcat.org/fast/1156290|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1411636
Trials--Mexico,,Trials|Mexico,http://id.worldcat.org/fast/1156290|http://id.worldcat.org/fast/1211700
Trigonometry,,Trigonometry,http://id.worldcat.org/fast/1156713
Trigonometry--Early works to 1800,,Trigonometry|Early works,http://id.worldcat.org/fast/1156713|http://id.worldcat.org/fast/1411636
Trinity,,Trinity,http://id.worldcat.org/fast/1156777
Trinity--Early works to 1800,,Trinity|Early works,http://id.worldcat.org/fast/1156777|http://id.worldcat.org/fast/1411636
Trojan War,,Trojan War,http://id.worldcat.org/fast/1157294
Trojan War--Early works to 1800,,Trojan War|Early works,http://id.worldcat.org/fast/1157294|http://id.worldcat.org/fast/1411636
Troy (Extinct city)--Legends,,Turkey--Troy (Extinct city)|Legends,http://id.worldcat.org/fast/1896842|http://id.worldcat.org/fast/995592
Troy (Extinct city)--Legends--Early works to 1800,,Turkey--Troy (Extinct city)|Legends|Early works,http://id.worldcat.org/fast/1896842|http://id.worldcat.org/fast/995592|http://id.worldcat.org/fast/1411636
Turbans--Religious aspects--Islam--Early works to 1800,,Turbans--Religious aspects;Islam;Early works,http://id.worldcat.org/fast/1202336;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636
Turkey,,Turkey,http://id.worldcat.org/fast/1208963
Turkey--Foreign relations,,Turkey|International relations,http://id.worldcat.org/fast/1208963|http://id.worldcat.org/fast/977053
Turkey--Foreign relations--Catholic Church,,Turkey|International relations|Catholic Church,http://id.worldcat.org/fast/1208963|http://id.worldcat.org/fast/977053|http://id.worldcat.org/fast/531720
Turkey--History--1453-1683,,Turkey|History,http://id.worldcat.org/fast/1208963|http://id.worldcat.org/fast/1411628
Turkey--History--1683-1829--Early works to 1800,,Turkey;History;Early works,http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/1411628;http://id.worldcat.org/fast/1411636
"Turkey--History--Ottoman Empire, 1288-1918",,Turkey;History;1288-1918,http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/1411628;http://id.worldcat.org/fast/1355456
"Turkey--History--Süleyman I, 1520-1566",,Turkey|History|1520-1566,http://id.worldcat.org/fast/1208963|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1355582
Turkey--Politics and government--17th century--Early works to 1800,,Turkey;Politics and government;Seventeenth century;Early works,http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/1919741;http://id.worldcat.org/fast/1113663;http://id.worldcat.org/fast/1411636
Turkish language--Early works to 1800,,Turkish language;Early works,http://id.worldcat.org/fast/1159411;http://id.worldcat.org/fast/1411636
Turks,,Turks,http://id.worldcat.org/fast/1159574
Turks--Italy--Ancona--History,,Turks|Italy|Italy--Ancona|History,http://id.worldcat.org/fast/1159574|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1207342|http://id.worldcat.org/fast/1411628
Turks--Romania--Transylvania,,Turks|Romania|Romania--Transylvania,http://id.worldcat.org/fast/1159574|http://id.worldcat.org/fast/1205085|http://id.worldcat.org/fast/1240402
Tuscany (Italy)--Church history,,Italy--Tuscany|Church history,http://id.worldcat.org/fast/1204477|http://id.worldcat.org/fast/1411629
Tuscany (Italy)--Commerce--Early works to 1800,,Italy--Tuscany;Commerce;Early works,http://id.worldcat.org/fast/1204477;http://id.worldcat.org/fast/869279;http://id.worldcat.org/fast/1411636
Tuscany (Italy)--Economic conditions--Early works to 1800,,Italy--Tuscany;Economic history;Early works,http://id.worldcat.org/fast/1204477;http://id.worldcat.org/fast/901974;http://id.worldcat.org/fast/1411636
Tuscany (Italy)--Genealogy,,Italy--Tuscany|Genealogy,http://id.worldcat.org/fast/1204477|http://id.worldcat.org/fast/1423818
Tuscany (Italy)--History--1434-1737,,Italy--Tuscany|History,http://id.worldcat.org/fast/1204477|http://id.worldcat.org/fast/1411628
Umbria (Italy),,Italy--Umbria,http://id.worldcat.org/fast/1204896
Universals (Philosophy),,Universals (Philosophy),http://id.worldcat.org/fast/1161594
Universals (Philosophy)--Early works to 1800,,Universals (Philosophy)|Early works,http://id.worldcat.org/fast/1161594|http://id.worldcat.org/fast/1411636
Urbino (Italy)--History--Sources,,Italy--Urbino|History|Sources,http://id.worldcat.org/fast/1204497|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1423900
Urine--Analysis,,Urine--Analysis,http://id.worldcat.org/fast/1162975
Urine--Analysis--Early works to 1800,,Urine--Analysis|Early works,http://id.worldcat.org/fast/1162975|http://id.worldcat.org/fast/1411636
Usury,,Usury,http://id.worldcat.org/fast/1163232
Usury--Early works to 1800,,Usury;Early works,http://id.worldcat.org/fast/1163232;http://id.worldcat.org/fast/1411636
Usury--Italy,,Usury|Italy,http://id.worldcat.org/fast/1163232|http://id.worldcat.org/fast/1204565
Vāmana (Hindu deity),,Vāmana (Hindu deity),http://id.worldcat.org/fast/1169392
Valencia (Spain : Region)--Church history,,Spain--Valencia (Region)|Church history,http://id.worldcat.org/fast/1331329|http://id.worldcat.org/fast/1411629
Valencia (Spain),,Spain--Valencia,http://id.worldcat.org/fast/1204165
Valencia (Spain)--Church history,,Spain--Valencia|Church history,http://id.worldcat.org/fast/1204165|http://id.worldcat.org/fast/1411629
Valencia (Spain)--History--16th century--Sources,,Spain--Valencia|History|Sixteenth century|Sources,http://id.worldcat.org/fast/1204165|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1119851|http://id.worldcat.org/fast/1423900
Valle d'Aosta (Italy)--History,,Italy--Valle d'Aosta|History,http://id.worldcat.org/fast/1208269|http://id.worldcat.org/fast/1411628
Vedanta,,Vedanta,http://id.worldcat.org/fast/1164683
Vedanta--Early works to 1800,,Vedanta;Early works,http://id.worldcat.org/fast/1164683;http://id.worldcat.org/fast/1411636
Veneto (Italy),,Italy--Veneto,http://id.worldcat.org/fast/1205153
Venice (Italy)--Church and state--Controversial literature,,Italy--Venice|Church and state|Controversial literature,http://id.worldcat.org/fast/1204473|http://id.worldcat.org/fast/860509|http://id.worldcat.org/fast/1423907
Venice (Italy)--Economic conditions,,Italy--Venice|Economic history,http://id.worldcat.org/fast/1204473|http://id.worldcat.org/fast/901974
Venice (Italy)--Economic conditions--To 1797,,Italy--Venice|Economic history,http://id.worldcat.org/fast/1204473|http://id.worldcat.org/fast/901974
Venice (Italy)--Foreign relations--697-1508,,Italy--Venice|International relations,http://id.worldcat.org/fast/1204473|http://id.worldcat.org/fast/977053
Venice (Italy)--Foreign relations--Cyprus--16th century,,Italy--Venice|International relations|Cyprus|Sixteenth century,http://id.worldcat.org/fast/1204473|http://id.worldcat.org/fast/977053|http://id.worldcat.org/fast/1205213|http://id.worldcat.org/fast/1119851
Venice (Italy)--Foreign relations--Italy--Florence,,Italy--Venice|International relations|Italy|Italy--Florence,http://id.worldcat.org/fast/1204473|http://id.worldcat.org/fast/977053|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204699
Venice (Italy)--Foreign relations--Savoy (France and Italy),,Italy--Venice|International relations|Europe--Savoy,http://id.worldcat.org/fast/1204473|http://id.worldcat.org/fast/977053|http://id.worldcat.org/fast/1310312
Venice (Italy)--History,,Italy--Venice|History,http://id.worldcat.org/fast/1204473|http://id.worldcat.org/fast/1411628
Venice (Italy)--History--1508-1797,,Italy--Venice|History,http://id.worldcat.org/fast/1204473|http://id.worldcat.org/fast/1411628
Venice (Italy)--History--15th century,,Italy--Venice|History|Fifteenth century,http://id.worldcat.org/fast/1204473|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/923962
Venice (Italy)--History--697-1508,,Italy--Venice|History,http://id.worldcat.org/fast/1204473|http://id.worldcat.org/fast/1411628
Venice (Italy)--History--Early works to 1800,,Italy--Venice|History|Early works,http://id.worldcat.org/fast/1204473|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1411636
Venice (Italy)--History--To 1797,,Italy--Venice|History,http://id.worldcat.org/fast/1204473|http://id.worldcat.org/fast/1411628
"Venice (Italy)--History--Turkish Wars, 1453-1571",,"Italy--Venice|History|Turkish Wars (Venice, Italy : 1453-1571)",http://id.worldcat.org/fast/1204473|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1404380
"Venice (Italy)--History--Turkish Wars, 17th century",,"Italy--Venice|History|Turkish Wars (Venice, Italy : 17th century)",http://id.worldcat.org/fast/1204473|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1404381
Venice (Italy)--Politics and government--1508-1797,,Italy--Venice|Politics and government,http://id.worldcat.org/fast/1204473|http://id.worldcat.org/fast/1919741
Venice (Italy)--Politics and government--1508-1797--Sources,,Italy--Venice|Politics and government|Sources,http://id.worldcat.org/fast/1204473|http://id.worldcat.org/fast/1919741|http://id.worldcat.org/fast/1423900
Venice (Italy)--Politics and government--Early works to 1800,,Italy--Venice|Politics and government|Early works,http://id.worldcat.org/fast/1204473|http://id.worldcat.org/fast/1919741|http://id.worldcat.org/fast/1411636
Vernio (Italy)--History--15th century,,Italy--Vernio|History|Fifteenth century,http://id.worldcat.org/fast/1204164|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/923962
Versification,,Versification,http://id.worldcat.org/fast/1165529
Veterinary medicine,,Veterinary medicine,http://id.worldcat.org/fast/1165977
Veterinary medicine--Early works to 1800,,Veterinary medicine|Early works,http://id.worldcat.org/fast/1165977|http://id.worldcat.org/fast/1411636
Vicenza (Italy),,Italy--Vicenza,http://id.worldcat.org/fast/1204960
Vices,,Vices,http://id.worldcat.org/fast/1166263
Vices--Early works to 1800,,Vices|Early works,http://id.worldcat.org/fast/1166263|http://id.worldcat.org/fast/1411636
Vices--Poetry,,Vices|Poetry,http://id.worldcat.org/fast/1166263|http://id.worldcat.org/fast/1423828
Vicopisano (Italy)--History--15th century,,Italy--Vicopisano|History|Fifteenth century,http://id.worldcat.org/fast/1238728|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/923962
Vienna (Austria)--History--Sources,,Austria--Vienna|History|Sources,http://id.worldcat.org/fast/1204516|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1423900
Vigliano d'Asti (Italy)--History--15th century,,History|Fifteenth century,http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/923962
Vigliano d'Asti (Italy)--Statutes--15th century,,Statutes|Fifteenth century,http://id.worldcat.org/fast/1132185|http://id.worldcat.org/fast/923962
Virtues,,Virtues,http://id.worldcat.org/fast/1167724
Virtues--Early works to 1800,,Virtues|Early works,http://id.worldcat.org/fast/1167724|http://id.worldcat.org/fast/1411636
Vishnu (Hindu deity),,Vishnu (Hindu deity),http://id.worldcat.org/fast/1167831
Vizcaya (Spain)--History--Early works to 1800,,Spain--Vizcaya|History|Early works,http://id.worldcat.org/fast/1204628|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1411636
Volterra (Italy)--History--16th century,,Italy--Volterra|History|Sixteenth century,http://id.worldcat.org/fast/1211356|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1119851
Waldenses,,Waldenses,http://id.worldcat.org/fast/1170022
Waldenses--Early works to 1800,,Waldenses|Early works,http://id.worldcat.org/fast/1170022|http://id.worldcat.org/fast/1411636
Warwickshire (England)--History,,England--Warwickshire;History,http://id.worldcat.org/fast/1212375;http://id.worldcat.org/fast/1411628
Water rights,,Water rights,http://id.worldcat.org/fast/1172066
Water rights--France,,Water rights|France,http://id.worldcat.org/fast/1172066|http://id.worldcat.org/fast/1204289
Water rights--Italy--History,,Water rights|Italy|History,http://id.worldcat.org/fast/1172066|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1411628
Weapons--Law and legislation,,Weapons--Law and legislation,http://id.worldcat.org/fast/1173015
Weapons--Law and legislation--Italy--Florence,,Weapons--Law and legislation|Italy|Italy--Florence,http://id.worldcat.org/fast/1173015|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204699
Weather forecasting,,Weather forecasting,http://id.worldcat.org/fast/1173142
Weather forecasting--Early works to 1800,,Weather forecasting|Early works,http://id.worldcat.org/fast/1173142|http://id.worldcat.org/fast/1411636
Weights and measures,,Weights and measures,http://id.worldcat.org/fast/1173497
Weights and measures--England--Early works to 1800,,Weights and measures;England;Early works,http://id.worldcat.org/fast/1173497;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1411636
